0000 (10).png,239.39359,568.7305,-81.718376,234.59038,560.6398,-46.13522,237.96675,559.4041,-46.16379,240.86386,558.4164,-46.3843,220.93149,566.8588,-59.81363,214.80373,569.6864,-59.89687,208.53448,572.48737,-60.04163,238.76636,569.9348,95.53288,198.2387,589.14886,36.215427,252.90944,578.7756,-32.578735,240.11894,586.5354,-50.710293,315.9415,614.91486,135.13965,204.34131,663.60486,-36.33916,346.05618,549.90967,97.78296,166.07771,605.60785,-308.5199,344.8966,441.72488,79.52226,164.59814,494.69336,-411.09308,347.40524,408.22012,69.43009,165.72885,467.47543,-443.5838,334.81726,407.59784,74.586655,174.63252,466.84528,-401.72913,331.73688,419.98462,77.0603,177.80682,480.39474,-400.41824,442.062,785.2625,48.029423,367.27527,828.9883,-47.820915,563.6842,800.0187,-207.18579,430.4775,967.0183,-280.35303,518.1546,929.4719,2.932013,398.66147,1082.2333,-178.23697,494.11154,941.8368,25.006847,395.19846,1090.7441,-167.68448,541.5385,980.72156,-8.389791,392.0985,1147.702,-252.06186
0000 (2).png,1046.4463,456.04218,355.70422,1058.7041,454.84308,375.85904,1062.4722,456.81412,375.91226,1066.7004,458.91754,375.8338,1051.3838,451.03455,401.28937,1049.5376,450.3855,401.29633,1047.8698,449.71942,401.3782,1074.6873,472.10754,412.15143,1049.6593,458.25192,532.81573,1045.4202,468.00916,362.49857,1037.8737,462.9429,397.02045,1082.2096,518.9188,270.4621,994.8681,491.90164,563.4115,1106.2191,451.1194,103.77306,955.06946,420.74503,613.03705,1097.226,347.4867,132.97105,961.2676,336.61993,620.7542,1083.3613,332.42892,108.969505,965.8619,315.6604,601.5134,1079.2134,327.29474,120.84567,971.55096,317.1709,613.418,1083.8464,332.56186,134.27487,971.3039,323.06506,615.6036,975.3687,641.1793,-67.54505,915.79944,610.85254,67.19004,946.3824,757.04803,-367.2293,763.72687,679.38446,-67.53246,964.461,907.7218,-299.46393,789.8633,799.1516,113.211876,978.272,923.14935,-292.86075,809.22766,820.198,127.17842,923.9498,960.95,-408.58386,724.8422,834.40875,50.657764
0000 (3).png,746.9287,423.33832,803.5475,734.15485,412.63223,888.343,740.0165,413.6198,888.53613,746.25757,415.17014,888.0775,715.37933,418.10092,848.5875,707.627,422.76254,848.9332,699.51746,427.98993,848.6105,745.01013,446.2836,1136.7991,674.03186,466.9297,962.705,775.1965,451.71506,883.26465,754.9297,457.03662,828.8589,906.37885,543.41406,1143.7599,678.7033,593.95514,729.71826,1014.96027,363.48468,1210.063,633.01465,371.84802,540.98926,1028.7085,99.766846,1466.295,648.33813,128.66924,834.0507,1032.9246,62.95861,1430.0492,661.13995,86.0095,777.1686,1005.05664,61.729797,1457.508,679.23773,78.2416,824.499,998.6703,75.76247,1458.4049,679.3077,91.347435,837.2984,1116.5895,887.5879,93.444374,933.3635,893.14954,-93.04029,1489.32,979.4544,-388.5875,967.11914,1061.4174,-838.819,1360.123,1326.7303,-433.95148,1041.4407,1407.4358,-988.6024,1307.0985,1369.1716,-442.43524,1045.3129,1443.0973,-999.0959,1429.4683,1444.589,-643.16455,1073.7474,1562.2334,-1209.7661
0000 (4).png,845.9651,371.90817,587.8295,848.1669,366.4148,649.1526,852.9678,366.666,649.5137,857.6487,367.16898,649.3511,833.7981,370.43698,629.0676,828.25073,373.67972,629.05786,821.9152,377.03662,629.02295,866.3522,381.16776,825.7982,810.1965,402.4314,742.3511,860.049,386.30716,642.6187,842.35645,390.66888,616.6149,939.7413,436.9878,818.36523,777.7971,479.26706,653.8454,973.8049,348.75867,795.00726,730.37585,424.8052,622.9339,967.03076,206.09471,837.9478,713.3882,304.1643,828.3828,969.3005,163.33739,818.89276,708.47784,275.48337,806.0131,960.2756,164.93227,823.9508,711.30145,273.9714,831.4923,951.2832,178.27592,828.3928,719.8203,279.3466,832.59503,999.1554,646.7696,39.313522,877.52234,670.0478,-39.151905,1176.0579,745.9915,-402.94775,833.7574,835.411,-571.13135,1185.9594,970.104,-561.3033,903.56433,1033.7098,-705.50586,1162.9344,999.6414,-589.60754,928.349,1055.3407,-730.4548,1228.2957,1006.39856,-814.87555,891.75745,1114.1085,-954.886
0000 (5).png,938.30725,426.14218,231.12947,933.5806,418.49066,272.86166,935.9586,418.28796,272.78296,938.2058,418.215,272.54095,924.34454,422.68484,243.86957,920.40576,425.437,243.98409,916.00824,428.35834,243.83289,938.1437,431.21472,426.2511,904.8003,445.45523,297.44632,947.0696,440.31027,287.65933,936.4568,445.09073,249.64894,1007.7165,484.6393,475.96545,906.6708,517.6421,114.03341,1051.3353,373.06253,386.31842,935.8077,415.64877,-162.3459,1056.0488,252.01634,309.05023,929.6198,271.94012,-224.23907,1061.7458,215.27611,280.6597,881.97705,238.3312,-264.96973,1044.7982,206.8034,290.84982,885.12866,233.8016,-237.75403,1040.2788,220.53236,303.6749,894.96014,241.1978,-217.64401,1157.2366,683.1837,89.46254,1096.0375,709.1338,-89.332756,1206.7838,847.16956,-11.673751,1198.9136,892.1513,-264.93665,1213.8337,992.81256,-9.317445,1161.8898,1048.418,-241.46106,1200.839,1014.56616,-14.216897,1139.8217,1068.1282,-239.66519,1236.4672,1040.2908,-97.74976,1190.0679,1118.4034,-356.11096
0000 (6).png,912.18066,437.66953,333.708,908.8375,435.22168,383.73132,912.6102,434.91394,383.77252,916.10724,434.49176,383.57953,896.0076,440.9818,370.3842,890.99475,445.32898,370.39233,885.69775,449.8913,370.22888,919.5021,447.4592,521.2039,878.6894,469.38693,467.70612,927.3289,448.14307,378.93997,910.83813,455.27603,361.28177,1006.3313,479.21545,498.0678,886.3714,535.09015,309.70615,1028.6157,365.59317,432.62753,864.2213,417.5551,112.85218,1015.35895,242.54008,432.33038,871.0248,253.45903,138.9416,1016.38184,216.78955,401.72922,874.5274,236.27147,87.933846,1003.3981,214.48575,416.71442,881.4768,232.37987,133.1009,1000.7444,224.8049,427.57922,883.927,236.6438,146.51086,1101.272,662.41016,66.51507,1012.55255,697.66364,-66.342026,1250.1149,697.6342,-362.82797,1111.5457,783.829,-630.30774,1195.0034,841.65076,-137.17404,1058.3407,952.5208,-571.47076,1172.2996,846.26025,-117.685196,1033.9338,975.9637,-565.43536,1216.637,901.2696,-247.24763,1091.5979,1047.3444,-758.2436
0000 (7).png,1044.1506,441.68643,-127.270874,1064.6088,438.54236,-109.81826,1070.2488,442.6526,-109.887726,1076.3331,447.57022,-110.06764,1053.0236,432.3375,-85.252365,1050.115,431.57028,-85.26636,1047.3246,430.8974,-85.32377,1085.6849,472.68008,-18.547255,1048.7562,444.9603,96.70241,1044.1019,464.5238,-94.95861,1030.5065,454.63818,-61.487854,1080.7769,562.9533,-93.72723,949.0291,501.9887,182.94582,1160.0454,446.46906,-285.91708,882.04254,429.52127,222.32541,1171.6144,336.55182,-331.0978,861.72217,323.0138,111.14315,1185.9388,310.98615,-374.23038,855.831,293.2918,84.307205,1155.6536,317.29816,-361.58408,864.34094,292.0102,58.0855,1163.0435,324.04352,-332.70987,866.515,305.363,89.45332,898.2559,790.93567,-31.338326,804.57166,737.01715,30.866007,861.1043,1048.6769,-313.37503,663.0564,836.3493,-259.99985,844.1558,1147.1079,84.611496,703.43,970.46735,224.79723,839.22156,1146.9108,125.38078,726.3087,984.1296,279.66983,815.7444,1214.346,33.814995,665.50995,1041.367,242.18848
0000 (8).png,206.42384,416.85815,-227.67264,202.98788,406.12003,-180.72614,207.71747,404.58008,-180.7963,212.0505,403.369,-181.04187,188.61845,414.5933,-207.44218,183.76704,418.71222,-207.56496,178.47331,423.02475,-207.7175,214.88242,417.55154,10.098991,171.74736,443.28,-107.08157,227.06282,429.10895,-159.6413,206.89352,438.0471,-194.021,311.289,459.70297,110.901505,173.46457,536.78467,-204.82635,373.06732,357.4588,81.14198,91.14804,448.4357,-454.19946,384.8154,212.93442,-17.74824,78.22411,267.70514,-450.2741,385.9601,176.75131,-40.716408,86.996155,233.46681,-498.5638,366.72647,176.32042,-50.216766,96.6431,230.22087,-441.5091,365.65417,193.13777,-35.04962,95.7292,241.51312,-436.79562,463.91718,691.5555,76.12275,387.27145,757.57465,-75.70477,616.74396,785.08997,-36.759617,458.18994,872.34314,-202.51123,646.80316,936.4897,283.382,587.6749,1002.79626,20.034386,640.6792,954.30994,309.77563,595.9095,1021.2255,35.99665,682.4242,998.4915,186.56842,650.6542,1042.255,-135.4121
0000 (9).png,303.42844,411.86542,184.85995,317.81332,411.63898,224.83823,323.19464,415.3896,224.91225,328.82404,420.03253,224.84155,306.6484,405.75626,228.55583,303.85004,404.70764,228.58783,301.05823,403.67212,228.68727,334.23016,435.20035,348.03796,296.60562,412.10406,364.98502,302.3294,427.60538,222.85161,291.02643,419.802,227.33311,341.07697,489.84906,309.5397,229.12296,456.0459,394.64944,379.44025,423.44492,240.04022,180.63892,377.72668,383.65155,399.13406,348.26715,266.09152,186.96143,279.71533,396.87784,407.0196,332.914,246.77696,179.92574,265.77985,369.92743,398.48645,329.27466,249.5352,183.53995,264.9055,380.746,392.78223,334.35345,261.7792,189.18622,269.90512,391.70746,285.74393,583.7905,-24.88131,211.0566,575.46686,25.390915,266.11203,652.3972,-392.4693,169.00664,638.84454,-415.0358,220.30011,767.5933,-482.98334,141.51755,757.55054,-497.96323,206.11354,782.33295,-501.7835,147.15187,783.11926,-517.496,221.93004,807.5646,-628.01965,115.59615,783.6638,-663.0159
0000.png,1027.5819,418.14792,575.3781,1035.2554,422.1647,636.81946,1040.8564,423.99905,637.1439,1046.5181,426.0949,636.9395,1019.54456,422.63828,638.44977,1014.448,424.67453,638.38214,1009.36206,427.1046,638.562,1054.9651,442.16345,795.6385,998.65894,447.1618,805.13904,1037.5059,428.4991,620.9763,1018.15155,428.66553,622.3947,1088.0563,495.25858,727.83093,951.15533,487.52164,743.19995,1119.5964,379.02448,767.7503,923.6888,386.6247,739.11206,1101.6409,272.51816,991.3448,942.511,278.23987,895.89,1104.1674,259.2468,992.1215,944.2022,264.63223,866.1428,1098.8153,257.8731,1011.95825,953.55255,262.50232,895.3769,1094.8839,261.26697,993.777,955.568,264.93365,899.4054,1063.4653,644.246,-25.338476,955.44543,644.6732,25.776867,1183.3378,746.1139,-522.71765,836.5398,746.09296,-563.50757,1177.4055,946.61993,-505.05673,836.3857,940.77026,-524.2543,1149.9341,965.77496,-512.13196,866.3174,961.278,-527.6981,1202.2466,1037.0012,-726.1241,806.115,1040.7185,-737.9194
